over,short_text,long_text
4.4,"Chahar to Williamson, FOUR runs","that's tripe. What was that? 114 kph, a slower ball, that's okay. But it's short too. Williamson waits and waits and pulls through square leg."
4.3,"Chahar to Williamson, no run","good length outside off, dabbed towards cover for nothing"
4.2,"Chahar to Williamson, SIX runs","the top-edged pull waaaay over fine leg. Short on middle and leg, Williamson looks to pull, but gets a thick leading edge which flies over the fielder."
4.1,"Chahar to S Dhawan, 1 run","now comes the ugly slog. Good length on middle and leg, a wild swing from Dhawan. Inside-edged into the pad for one."
3.6,"Ngidi to Williamson, no run","maiden over! In the fourth over! That's a very unusual result for Williamson and T20s, at this point of an innings. An overpitched delivery is caressed to cover for nothing."
3.5,"Ngidi to Williamson, no run","142 kph. Now five dots! Back of a length and wider outside off, Williamson now goes cutting but misses. Pressure now on KW and Sunrisers."
3.4,"Ngidi to Williamson, no run","139 kph, excellent bowling. Now using the width of the crease, goes wider, full and moving back in. Pushed to mid-on for nothing."
3.3,"Ngidi to Williamson, no run","THREE DOTS! Full again outside off, pushed to cover. Not exactly the T20 way, to bat so cautiously in the Powerplay."
3.2,"Ngidi to Williamson, no run","full outside off, no swing. Skewed away off the outside half to point. Two dots."
3.1,"Ngidi to Williamson, no run","full on off, Williamson has shuffled across so far, like he usually does in white-ball cricket. Pushed to mid-on"
2.6,"Chahar to S Dhawan, no run","126 kph, just about medium pace but it's very tight. Back of a length on off, pushed back."
2.5,"Chahar to Williamson, 1 run","fuller than a good length outside off. Some swing. But it's very well played, soft hands, a dab to point for one"
2.4,"Chahar to S Dhawan, 1 run","shortish, but on leg. Worked down to fine leg for a run"
2.3,"Chahar to S Dhawan, no run","nicely bowled. Full and swinging in, worked to midwicket. Absolutely no room for Dhawan. Surely a plan?"
2.2,"Chahar to Williamson, 1 run","lovely shot. Backward point takes some pace off the ball by getting a hand on it. Short and wide, slashed towards backward point's left. Third man cleans up."
2.1,"Chahar to Williamson, no run","too short! Back of a length outside off, Williamson drags a pull to midwicket"
1.6,"Ngidi to Williamson, 1 run","full on middle and leg, pushed to mid-on for a tight, but well-judged single."
1.5,"Ngidi to Goswami, 1 run, OUT","that same line and length. And a terribly-judged second from Goswami! CSK's first wicket. Worked away towards backward square leg. Fine leg gets across quickly, he's holding the ball by the time Goswami turns around. Dhawan looks at his partner mid-way through and knows that's an iffy call, but trusts his partner. Maybe, he shouldn't have. Dhoni takes off the bails with Goswami well short."
1.4,"Ngidi to S Dhawan, 1 run","full on leg, 143 kph. Beaten for pace again. Struck on the pad, the ball then ricochets away for one towards point."
1.3,"Ngidi to S Dhawan, no run","142 kph. A LEAVE! I saw that earlier today at Lord's, didn't think I would tonight. Back of a length outside off, Dhawan lets that go."
1.2,"Ngidi to S Dhawan, FOUR runs","that's wayward. Back of a length down leg, nudged down towards fine leg for two. Karn gets across to his left and cuts the ball off, but was his back leg touching the boundary? Looks like that. Yep, that's four. Good call."
1.1,"Ngidi to Goswami, 1 run","some pace? 137 kph, back of a length down leg, hurries Goswami. A thick inside edge onto the thigh and then towards point."
0.6,"Chahar to S Dhawan, no run","good length outside off, 134 kph, carved to backward point. Decent comeback from Chahar."
0.5,"Chahar to Goswami, 1 run","shortish and wide, a bit of width. Cut down to third man for a single."
0.4,"Chahar to S Dhawan, 1 run","back of a length outside off, moving away. Tapped to backward point for a good single. The kind of single Dhawan likes to take with Rohit for India."
0.3,"Chahar to S Dhawan, no run","good length delivery outside off, punched away to backward point"
0.2,"Chahar to Goswami, 1 run","back of a length down leg, some swing yes. Worked away down to fine leg for a run."
0.1,"Chahar to S Dhawan, 1 run","swings in from around the wicket, full and straight. Smashed to long-on, on the bounce!"
0.1,"Chahar to Goswami, (no ball) 1 run","no-ball first up! That's nerves, that's jitters. The ball slips out, a high full toss outside off is over the waist. Carved to third man. Dhoni thinks it's below the waist."
19.6,"Brathwaite to Kuldeep, no run","drilled down to long-off, but it doesn't matter.  SRH have arrested a four-match losing streak  and will play Chennai Super Kings in Sunday's final.  KKR's campaign has come to a shuddering halt "
19.5,"Brathwaite to Kuldeep, no run","walks across to paddle fine, but misses. It's all but over now."
19.4,"Brathwaite to Kuldeep, no run","right into the blockhole outside off, dug back. He goes for the catch but he took it on the bounce."
19.3,"Brathwaite to Gill, OUT","he's picked out Rashid at deep midwicket! Oh, dear. Surely that's the end of KKR's hopes? This was hit well, but he got more elevation than distance. Swirling in the air, Rashid came in from the ropes and then took it well with his palms facing upwards. Brathwaite's decision of going around the stumps to cramp the batsmen for room has worked so far. Is that the final nail in KKR's coffin?"
19.2,"Brathwaite to Shivam Mavi, OUT","he's whipped this straight to Rashid at deep midwicket. Wasn't far from clearing the ropes, right intent. Just the execution was a little off. Mavi backed away, got under the delivery and hit it well. Rashid was on the move to his left, kept his composure and took this. The crucial thing from KKR's point of view is Shubman Gill will be on strike."
19.1,"Brathwaite to Shivam Mavi, FOUR runs","sliced over backward point, one bounce into the ropes. Poor from Carlos, bowls too full and straight. Enough pace for Mavi to work with"
18.6,"Kaul to Gill, SIX runs",he's cleared the ropes! Uses the depth of the crease to get under the length and belt this over wide long-off. This is magnificent. The match is alive.
18.5,"Kaul to Gill, 2 runs","lofted over the infield, but Williamson, running back from cover, can't get there. They scamper back for the second"
18.4,"Kaul to Shivam Mavi, 1 run","carved to sweeper cover, SRH won't mind the singles."
18.3,"Kaul to Gill, 1 run",walks across and whips this full toss on the bounce to deep midwicket
18.2,"Kaul to Shivam Mavi, 1 run","another ripper of a yorker, squeezed to cover but they chance a run. Williamson misses a direct hit at the striker's end. Gill would've been walking back had that hit. Had three stumps to aim at"
18.1,"Kaul to Chawla, OUT","the off stump has been flattened! Chawla went to wallop this over long-off, swung through early, missed it and heard the death rattle. Cross-seam delivery this from Kaul, landed just a touch ahead of length. Chawla didn't get anywhere close to that. KKR right on the edge."
17.6,"Bhuvneshwar to Gill, FOUR runs"," belted back, Bhuvi gets a hand, but it will be cruel to call that a chance!  Deflects this to the boundary. So hard was that hit by Gill. Much-needed for KKR."
17.5,"Bhuvneshwar to Chawla, 1 run",paddled but can't beat the fine leg fielder.
17.4,"Bhuvneshwar to Gill, 1 run","angles this full delivery into the base of leg stump to cramp Gill, who works this to deep midwicket"
17.3,"Bhuvneshwar to Chawla, 1 run","third yorker in a row, Chawla toe-ends this back towards the bowler, Bhuvi can't stop it cleanly on his followthrough, parries this to mid-off"
17.2,"Bhuvneshwar to Gill, 1 run","superb yorker-length ball, looks to muscle this over long-on, but can't get underneath the length, down to the fielder for a single"
17.1,"Bhuvneshwar to Chawla, 1 run","right into the blockhole, Chawla squeezes this towards backward point as they scamper a run"
16.6,"Kaul to Chawla, 1 run","can't get hold of a juicy full toss, mistimes this to deep midwicket"
16.5,"Kaul to Gill, 1 run","another superb yorker that tailed in late towards middle, squeezed to sweeper cover"
16.4,"Kaul to Gill, no run","yorker-length on off, squeezed to Williamson at cover"
16.3,"Kaul to Chawla, 1 run","hit back past Kaul but there's no timing, they'll scamper a single"
16.2,"Kaul to Chawla, no run","looks to arch back and help this over the keeper to third man, misses."
16.1,"Kaul to Gill, 1 run",whips this full delivery on the pads to deep midwicket
15.6,"Ahmed to Chawla, SIX runs","he's hit this into his hometown Moradabad! Remember the shot! Full and angling in full, Chawla had decided he'll heave this come hell or high water, got enough bat on it. Wild hit, way over deep midwicket."
15.6,"Ahmed to Chawla, 1 wide","slips this full delivery way down leg, good take by Saha. Wide called and rightly so"
15.5,"Ahmed to Gill, 1 run","slower length ball on middle, punched to Dhawan at deep cover"
15.4,"Ahmed to Gill, FOUR runs","slapped away to the cover boundary! Angles this in from around the stumps, Gill makes room and punches this past a diving Williamson"
15.3,"Ahmed to Chawla, 1 run",steers this gently towards third man to get off the mark off his fourth delivery
15.2,"Ahmed to Chawla, no run",angles back in from wide of the crease to skid in and hit Chawla on the pads as he looks to work this to the leg side
15.1,"Ahmed to Gill, 1 run","slices this down to square third man, good work by Kaul. A sliding stop"
14.6,"Rashid Khan to Chawla, no run",defends this length ball on middle with soft hands
14.5,"Rashid Khan to Chawla, no run","sharp turn, comes back in to beat the inside edge and hit him on the pad"
14.4,"Rashid Khan to Russell, OUT","they've prised him out with the googly! Big, big wicket. He's off on a victory lap. Dhawan at a wide slip takes a smart catch. This is a googly that comes back in from length outside off, he goes for a hard cut shot but gets a thick outside edge. Dhawan's reflexes simply superb."
14.3,"Rashid Khan to Russell, no run","fizzing legbreak that he lands at length, defended from the crease."
14.2,"Rashid Khan to Russell, no run","dabs this gently into the off side, towards short third man"
14.1,"Rashid Khan to Gill, 1 run",crunching cover drive to the sweeper
13.6,"Shakib to Russell, no run","did that take the edge? Yes! Russell played down the wrong line, the ball drifted in, he played outside the line. Lobbed off the pad as Saha fluffed it as he went for the catch.  Tough chance, big inside edge onto pad "
